;Available since;Garden;Latitude;Link;Listing_status;Longitude;Neighbourhood;Number of bedrooms;Number of rooms;Price;Street;Surface (m²);Total volume (m³);Type;Year built;Zipcode
672;20-04-2018;['Yes', 'achtertuin'];52.3926589;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358838/werengouw;Verkocht onder voorbehoud;4.95225408;Nieuwendam-Noord;2;3;250000;Werengouw;61;218;Appartement;1966;1024NP
673;06-04-2018;['No'];52.36320754;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002384797/ijburglaan;Beschikbaar;4.98303574;IJburg West;[];5;425000;IJburglaan;109;361;Woonhuis;[];1086ZJ
674;23-05-2018;['No'];52.36506842;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384673/derde-helmersstraat;Beschikbaar;4.87617868;Helmersbuurt;2;3;779000;Derde Helmersstraat;103;361;Appartement;1906;1054BK
675;> 3 maanden;['No'];52.34743104;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002321652/emmy-andriessestraat;Verkocht onder voorbehoud;5.00930266;IJburg Zuid;[];4;475000;Emmy Andriessestraat;129;452;Woonhuis;2008;1087LS
676;> 3 maanden;['Yes', 'zonneterras'];52.36574524;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002075056/leidsegracht;Beschikbaar;4.88100132;Jordaan;4;7;2000000;Leidsegracht;325;1097;Woonhuis;[];1016CT
677;> 3 maanden;['No'];52.38832829;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002321238/zamenhofstraat;Beschikbaar;4.92648696;Ijplein/Vogelbuurt;[];2;275000;Zamenhofstraat;43;125;Woonhuis;1918;1022AD
678;11-04-2018;['No'];52.36154417;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382169/sarphatistraat;Beschikbaar;4.90896104;Weesperbuurt/Plantage;[];2;289000;Sarphatistraat;40;143;Appartement;1900;1018EZ
679;> 3 maanden;['No'];52.34484296;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353786/roerstraat;Verkocht onder voorbehoud;4.89887931;Scheldebuurt;1;2;275000;Roerstraat;42;120;Appartement;1906;1078LP
680;> 3 maanden;['No'];52.3802384;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0001197480/de-kempenaerstraat;Verkocht onder voorbehoud;4.8696738;Staatsliedenbuurt;1;2;179000;De Kempenaerstraat;37;100;Woonhuis;1912;1051CP
681;01-05-2018;['No'];52.36506069;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366828/kerkstraat;Beschikbaar;4.88584659;Grachtengordel-Zuid;2;3;899000;Kerkstraat;91;297;Appartement;1906;1017GM
682;26-04-2018;['Yes', 'Balkon'];52.34851628;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002363759/borssenburgplein;Verkocht onder voorbehoud;4.90701368;IJselbuurt;2;3;465000;Borssenburgplein;82;315;Appartement;2002;1078WB
683;27-04-2018;['No'];52.38370669;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002364903/gibraltarstraat;Verkocht onder voorbehoud;4.85183802;Landlust;2;4;400000;Gibraltarstraat;101;260;Appartement;1936;1055NP
684;17-05-2018;['No'];52.36180167;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382092/tweede-van-swindenstraat;Bieding;4.9254705;Dapperbuurt;1;2;275000;Tweede van Swindenstraat;43;138;Appartement;1891;1093VG
685;> 3 maanden;['No'];52.38283599;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002346170/cornelis-vriendtstraat;Beschikbaar;4.80031675;Geuzenveld;3;4;275000;Cornelis Vriendtstraat;77;310;Woonhuis;1955;1067AV
686;24-05-2018;['Yes', 'achtertuin'];52.3610089;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386160/wilhelminastraat;Beschikbaar;4.86044379;Helmersbuurt;2;3;475000;Wilhelminastraat;80;242;Appartement;1904;1054WS
687;06-04-2018;['Yes', 'achtertuin'];52.36248532;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002363205/kanaalstraat;Verkocht onder voorbehoud;4.86505081;Overtoomse Sluis;1;2;350000;Kanaalstraat;56;152;Appartement;1902;1054XA
688;> 3 maanden;['Yes', 'voortuin achtertuin'];52.40730592;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002228086/torenven;Beschikbaar;4.96640939;Waterland;5;6;775000;Torenven;135;380;Woonhuis;1990;1027AM
689;> 3 maanden;['No'];52.36940385;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386513/valkenburgerstraat;Beschikbaar;4.90703721;Nieuwmarkt/Lastage;[];3;550000;Valkenburgerstraat;106;325;Appartement;1998;1011MH
690;05-04-2018;['No'];52.37837738;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002348560/hermanus-coenradistraat;Bieding;4.83377265;Slotermeer-Noordoost;1;2;197500;Hermanus Coenradistraat;49;149;Appartement;1953;1063XT
691;24-04-2018;['No'];52.3501053;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002363182/westlandgracht;Verkocht onder voorbehoud;4.84617505;Hoofddorppleinbuurt;2;3;325000;Westlandgracht;55;160;Appartement;1933;1059TK
692;> 3 maanden;['Yes', 'geen tuin. Lengte: . Breedte: . Orientatie: Zuid'];52.37383587;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002373751/oostelijke-handelskade;Beschikbaar;4.93942795;Oostelijk Havengebied;2;3;525000;Oostelijke Handelskade;100;292;Woonhuis;1997;1019DN
693;20-03-2018;['Yes', 'achtertuin'];52.39703666;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002334001/sneeuwbalstraat;Verkocht onder voorbehoud;4.91490692;Volewijck;2;3;250000;Sneeuwbalstraat;64;226;Appartement;1925;1032HA
694;> 3 maanden;['No'];52.37081577;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002265085/conradstraat;Verkocht onder voorbehoud;4.92995802;Oostelijke Eilanden/Kadijken;[];1;120000;Conradstraat;28;89;Appartement;1906;1018NL
695;21-05-2018;['Yes', 'achtertuin'];52.34077826;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002383342/weidestraat;Beschikbaar;4.94639395;Betondorp;3;4;399000;Weidestraat;68;266;Woonhuis;1924;1097XJ
696;30-03-2018;['No'];52.35712938;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002343480/tweede-jacob-van-campenstraat;Verkocht onder voorbehoud;4.89674773;Oude Pijp;2;3;385000;Tweede Jacob van Campenstraat;68;215;Appartement;1987;1073XS
697;07-03-2018;['No'];52.37761133;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002333292/seranggracht;Gepasseerd;4.93251677;Oostelijk Havengebied;[];3;450000;Seranggracht;86;275;Appartement;1997;1019PM
698;24-03-2018;['No'];52.35302446;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337804/louis-de-visserstraat;Beschikbaar;4.79508934;Osdorp-Midden;[];4;259400;Louis de Visserstraat;72;187;Appartement;1983;1069RG
699;11-04-2018;['Yes'];52.34851513;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002352975/balatonmeerlaan;Beschikbaar;4.78314408;Middelveldsche Akerpolder en Sloten;4;7;550000;Balatonmeerlaan;198;68277;Woonhuis;1998;1060RD
700;> 3 maanden;['Yes'];52.35860134;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002223807/peter-wotkehof;Beschikbaar;4.99505632;IJburg West;4;5;475000;Peter Wotkehof;105;68277;Woonhuis;2006;1087DG
701;> 3 maanden;['No'];52.38215647;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374190/pieter-van-der-werfstraat;Verkocht onder voorbehoud;4.80285203;Geuzenveld;2;3;275000;Pieter van der Werfstraat;95;252;Appartement;[];1067EM
702;27-03-2018;['Yes', 'achtertuin'];52.3540776;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002339738/grensstraat;Verkocht onder voorbehoud;4.91094599;Weesperzijde;4;6;1495000;Grensstraat;213;774;Appartement;[];1091SZ
703;> 3 maanden;['No'];52.35735218;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002302176/langswater;Verkocht onder voorbehoud;4.78885153;De Punt;2;3;175000;Langswater;60;180;Appartement;1966;1069EE
704;> 3 maanden;['No'];52.37253408;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384484/da-costakade;Beschikbaar;4.87337606;Da Costabuurt;[];4;895000;Da Costakade;135;400;Appartement;1900;1052SE
705;> 3 maanden;['No'];52.37692509;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002350808/frederik-hendrikstraat;Verkocht onder voorbehoud;4.87452943;Frederik Hendrikbuurt;2;4;495000;Frederik Hendrikstraat;80;280;Appartement;1912;1052HJ
706;> 3 maanden;"['Yes', ""Gezamenlijke loggia's en binnentuin. Orientatie: Zuid""]";52.33890147;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0000886150/welnastraat;Verkocht onder voorbehoud;4.92051002;De Omval;[];1;150000;Welnastraat;28;90;Woonhuis;2014;1096GJ
707;> 3 maanden;['No'];52.35526395;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002125980/newtonstraat;Beschikbaar;4.93618054;Middenmeer;3;4;549500;Newtonstraat;109;444;Appartement;1929;1098GX
708;> 3 maanden;['Yes', 'Orientatie: Zuid'];52.36012353;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0001210056/fokke-simonszstraat;Verkocht onder voorbehoud;4.8948796;De Weteringschans;1;2;240000;Fokke Simonszstraat;37;110;Woonhuis;1900;1017TK
709;25-05-2018;['No'];52.38359544;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386763/haarlemmerdijk;Beschikbaar;4.88536554;Haarlemmerbuurt;2;3;475000;Haarlemmerdijk;79;245;Appartement;1780;1013KG
710;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315591/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;485000;Rapenburgerstraat;56;181;Appartement;1964;1011VK
711;16-04-2018;['No'];52.37082872;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355082/nieuwegrachtje;Beschikbaar;4.90822586;Nieuwmarkt/Lastage;2;3;475000;Nieuwegrachtje;83;216;Appartement;1881;1011VP
712;08-05-2018;['No'];52.37402819;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002375300/willem-de-zwijgerlaan;Bieding;4.86360797;De Krommert;1;3;300000;Willem de Zwijgerlaan;50;160;Appartement;1935;1056JV
713;02-05-2018;['Yes', 'Achtertuin'];52.38503007;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002367261/adelaarsweg;Beschikbaar;4.91289029;Ijplein/Vogelbuurt;3;4;455000;Adelaarsweg;106;350;Appartement;1927;1021BP
714;22-05-2018;['No'];52.37248904;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002383916/recht-boomssloot;Beschikbaar;4.90321525;Nieuwmarkt/Lastage;4;9;999000;Recht Boomssloot;223;534;Woonhuis;1680;1011CV
715;> 3 maanden;['No'];52.37599054;https://www.pararius.nl/garages-te-koop/amsterdam/PB0002285690/groenhoedenveem;Beschikbaar;4.92708506;Oostelijk Havengebied;[];9;45000;Groenhoedenveem;22;534;Garage;2003;1019BL
716;06-04-2018;['No'];52.35141257;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002348579/pieter-calandlaan;Beschikbaar;4.7980757;Osdorp-Oost;2;3;375000;Pieter Calandlaan;88;282;Appartement;[];1069SC
717;> 3 maanden;['Yes', 'en achtertuin 4mx7m. Lengte: 4,25m. Breedte: 12m. Orientatie: Zuid'];52.37472153;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002022929/j-j-m-vegterstraat;Verkocht onder voorbehoud;4.82092468;Slotermeer-Zuidwest;3;4;400000;J.J.M. Vegterstraat;112;315;Woonhuis;1999;1064DD
718;16-05-2018;['No'];52.36775755;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002381271/staalkade;Beschikbaar;4.89787828;Nieuwmarkt/Lastage;3;5;1800000;Staalkade;167;670;Appartement;[];1011JN
719;12-04-2018;['No'];52.38110784;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002352571/brouwersgracht;Beschikbaar;4.88796396;Haarlemmerbuurt;[];2;799000;Brouwersgracht;134;336;Appartement;1905;1013HB
720;18-05-2018;['No'];52.3771271;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382946/goeman-borgesiusstraat;Beschikbaar;4.79998109;Geuzenveld;2;3;360000;Goeman Borgesiusstraat;99;235;Appartement;1957;1067LN
721;> 3 maanden;['Yes', 'ja'];52.41123571;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002377391/castorplein;Beschikbaar;4.89038759;Tuindorp Oostzaan;2;3;275000;Castorplein;69;270;Woonhuis;1922;1033GG
722;09-05-2018;['No'];52.40448557;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002380058/amerbos;Beschikbaar;4.9422924;Buikslotermeer;2;3;239000;Amerbos;86;264;Appartement;[];1025ZX
723;17-04-2018;['No'];52.36982676;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002355073/oudezijds-voorburgwal;Beschikbaar;4.89403774;Burgwallen-Oude Zijde;2;3;600000;Oudezijds Voorburgwal;113;437;Appartement;[];1012GM
724;06-03-2018;['No'];52.3692207;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002315589/rapenburgerstraat;Beschikbaar;4.90841942;Nieuwmarkt/Lastage;1;2;350000;Rapenburgerstraat;42;155;Appartement;1964;1011VK
725;13-03-2018;['Yes', 'achtertuin'];52.35330325;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002319696/jacques-veltmanstraat;Verkocht onder voorbehoud;4.83222124;Slotervaart;6;7;369000;Jacques Veltmanstraat;110;321;Appartement;1956;1065EM
726;> 3 maanden;['No'];52.36140131;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002372665/prinsengracht;Verkocht onder voorbehoud;4.89524713;Grachtengordel-West;2;3;935000;Prinsengracht;114;377;Appartement;[];1017LC
727;14-05-2018;['No'];52.35850719;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377596/tweede-oosterparkstraat;Beschikbaar;4.92165454;Oosterparkbuurt;2;4;725000;Tweede Oosterparkstraat;103;325;Appartement;[];1092BK
728;> 3 maanden;['No'];52.36029282;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002258929/wijttenbachstraat;Verkocht onder voorbehoud;4.92575045;Dapperbuurt;2;3;375000;Wijttenbachstraat;90;270;Appartement;1998;1093HR
729;> 3 maanden;['No'];52.35989994;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002308277/j-j-cremerplein;Beschikbaar;4.85765303;Overtoomse Sluis;3;5;499000;J.J. Cremerplein;85;290;Appartement;[];1054TL
730;13-04-2018;['Yes', 'voortuin'];52.38450001;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002380102/buiksloterweg;Beschikbaar;4.90712837;Volewijck;2;3;319000;Buiksloterweg;65;156;Woonhuis;1983;1031CK
731;25-05-2018;['No'];52.37318533;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002387801/van-reigersbergenstraat;Beschikbaar;4.87019663;Frederik Hendrikbuurt;1;2;250000;Van Reigersbergenstraat;44;145;Appartement;[];1052SV
732;09-04-2018;['Yes', 'achtertuin'];52.35713816;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002346239/alexandrine-tinnehof;Verkocht onder voorbehoud;4.99289673;IJburg West;3;4;499000;Alexandrine Tinnehof;123;391;Woonhuis;2006;1087CM
733;21-05-2018;['No'];52.41863924;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002383688/dierenriem;Beschikbaar;4.87925039;Tuindorp Oostzaan;2;3;240000;Dierenriem;80;212;Woonhuis;1963;1033AH
734;22-05-2018;['Yes', 'achtertuin'];52.35365325;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384691/woestduinstraat;Beschikbaar;4.84765833;Hoofddorppleinbuurt;3;4;485000;Woestduinstraat;89;233;Appartement;1934;1058TE
735;> 3 maanden;['No'];52.32012086;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002376704/arenpalmstraat;Beschikbaar;4.98053836;Bijlmer-Oost (E, G, K);2;3;275000;Arènpalmstraat;99;350;Woonhuis;2007;1104DB
736;> 3 maanden;['No'];52.37307498;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0000766091/burgemeester-hogguerstraat;Beschikbaar;4.82811181;Slotermeer-Zuidwest;[];2;189000;Burgemeester Hogguerstraat;50;130;Appartement;1970;1064EE
737;> 3 maanden;['Yes', 'achtertuin'];52.41000346;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002389669/abrikozenstraat;Beschikbaar;4.89880799;Tuindorp Oostzaan;2;5;210000;Abrikozenstraat;71;240;Woonhuis;1954;1033KB
738;> 3 maanden;['Yes', 'ja'];52.41306271;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002360805/meteorenweg;Beschikbaar;4.88459085;Tuindorp Oostzaan;4;5;275000;Meteorenweg;78;275;Woonhuis;1936;1033GZ
739;> 3 maanden;['No'];52.37510271;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002358312/admiraal-de-ruijterweg;Beschikbaar;4.85866103;Landlust;2;4;400000;Admiraal De Ruijterweg;77;275;Appartement;1911;1056GX
740;05-04-2018;['No'];52.35834705;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002347254/stadhouderskade;Beschikbaar;4.88917423;Oude Pijp;2;3;675000;Stadhouderskade;96;357;Appartement;1880;1072AD
741;> 3 maanden;['No'];52.31511249;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002362635/klaroenstraat;Verkocht onder voorbehoud;4.98252002;Bijlmer-Oost (E, G, K);2;3;225000;Klaroenstraat;78;242;Appartement;2011;1104HW
742;24-04-2018;['No'];52.37945374;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002361129/van-hallstraat;Verkocht onder voorbehoud;4.87110756;Staatsliedenbuurt;2;4;400000;Van Hallstraat;80;220;Appartement;1936;1051HL
743;> 3 maanden;['No'];52.35823136;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002360090/langswater;Verkocht onder voorbehoud;4.7885314;De Punt;3;4;189500;Langswater;70;214;Appartement;1969;1069EG
744;> 3 maanden;['No'];52.37592258;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002299763/oudezijds-kolk;Bieding;4.90107775;Burgwallen-Oude Zijde;2;3;715000;Oudezijds Kolk;137;451;Appartement;[];1012AL
745;> 3 maanden;['No'];52.36448281;https://www.pararius.nl/opslagruimte-te-koop/amsterdam/PB0002329271/boutenburg;Verkocht onder voorbehoud;4.80210115;Osdorp-Oost;[];3;165000;Boutenburg;65;180;Opslagruimte;1960;1068ZB
746;13-04-2018;['No'];52.35393188;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002353829/warmondstraat;Verkocht onder voorbehoud;4.84963651;Hoofddorppleinbuurt;2;3;420000;Warmondstraat;66;235;Appartement;1931;1058KV
747;> 3 maanden;['No'];52.41711939;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002329428/zuideinde;Beschikbaar;4.89608368;Oostzanerwerf;[];6;898000;Zuideinde;275;825;Woonhuis;1925;1035PJ
748;> 3 maanden;['Yes', 'achtertuin'];52.35373337;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002261508/de-lairessestraat;Beschikbaar;4.87168558;Museumkwartier;6;9;2200000;De Lairessestraat;316;1297;Appartement;[];1071PJ
749;01-05-2018;['Yes', 'achtertuin'];52.34914029;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002366723/bachstraat;Beschikbaar;4.8799285;Apollobuurt;6;9;3500000;Bachstraat;400;1150;Woonhuis;[];1077GD
750;> 3 maanden;['Yes', 'ja'];52.37555262;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002301974/willem-kromhoutstraat;Beschikbaar;4.79424523;Geuzenveld;2;3;300000;Willem Kromhoutstraat;85;295;Woonhuis;[];1067RC
751;> 3 maanden;['Yes', 'Orientatie: Zuid'];52.32759595;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002081063/van-nijenrodeweg;Beschikbaar;4.88398867;Buitenveldert-West;3;4;450000;Van Nijenrodeweg;122;350;Woonhuis;1963;1083EG
752;23-05-2018;['No'];52.37176845;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002385098/pieter-jacobszstraat;Beschikbaar;4.89411895;Burgwallen-Oude Zijde;2;3;400000;Pieter Jacobszstraat;52;158;Appartement;1989;1012HL
753;08-05-2018;['Yes', 'ja'];52.38178844;https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002383608/harry-koningsbergerstraat;Bieding;4.83671165;Slotermeer-Noordoost;4;6;525000;Harry Koningsbergerstraat;117;307;Woonhuis;1955;1063AC
754;26-04-2018;['No'];52.34939242;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002373095/ladogameerhof;Bieding;4.78421822;Middelveldsche Akerpolder en Sloten;2;3;265000;Ladogameerhof;83;249;Appartement;2000;1060RG
755;09-05-2018;['No'];52.36990283;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374191/filips-van-almondestraat;Bieding;4.8575483;De Krommert;1;2;300000;Filips van Almondestraat;52;135;Appartement;1925;1057ZS
756;26-03-2018;['No'];52.37610164;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002339438/jan-haringstraat;Verkocht onder voorbehoud;4.86096945;Landlust;3;4;550000;Jan Haringstraat;97;262;Appartement;1933;1056XE
757;30-04-2018;['No'];52.30839765;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002365497/liendenhof;Beschikbaar;4.98486861;Nellestein;3;4;225000;Liendenhof;101;326;Appartement;1979;1108HB
758;> 3 maanden;['No'];52.36600992;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384667/zeeburgerdijk;Beschikbaar;4.94242869;Indische Buurt Oost;1;2;285000;Zeeburgerdijk;57;326;Appartement;1980;1095AK
759;> 3 maanden;['No'];52.3623873;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002135692/nachtwachtlaan;Beschikbaar;4.84327993;Overtoomse Veld;2;3;399000;Nachtwachtlaan;100;315;Appartement;1974;1058EJ
760;> 3 maanden;['No'];52.36136754;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002384331/curacaostraat;Beschikbaar;4.852233;Westindische buurt;2;3;350000;Curaçaostraat;58;315;Appartement;1935;1058CA
761;12-03-2018;['No'];52.36697695;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002318980/geschutswerf;Verkocht onder voorbehoud;4.92046863;Oostelijke Eilanden/Kadijken;2;3;1080000;Geschutswerf;147;599;Appartement;1840;1018AW
762;> 3 maanden;['No'];52.37224478;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002388817/burgemeester-hogguerstraat;Beschikbaar;4.8293117;Slotermeer-Zuidwest;2;3;265000;Burgemeester Hogguerstraat;76;599;Appartement;1963;1064CW
763;25-05-2018;['No'];52.3828293;https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002386823/ijplein;Beschikbaar;4.9131929;Ijplein/Vogelbuurt;2;3;300000;IJplein;74;248;Appartement;1984;1021LD
