;Available since;Coordinates;Garden;Listing_status;Neighbourhood;Number of bedrooms;Number of rooms;Price;Surface (m²);Total volume (m³);Year built;Zipcode;link
415;> 3 maanden;('4.9360791900', '52.3912232900');['Ja', 'ja'];Beschikbaar;Ijplein/Vogelbuurt;4;6;1.200.000;170;456;2018;1025LW;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002304163/nieuwendammerdijk
"
416;26-03-2018;('4.9243197900', '52.3764111700');['N', 'e', 'e'];Beschikbaar;Oostelijk Havengebied;2;3;400.000;75;253;2006;1019HD;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002339143/veembroederhof
"
417;16-04-2018;('4.9832225100', '52.3104322600');['N', 'e', 'e'];Beschikbaar;Nellestein;2;4;250.000;78;200;2006;1108ET;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356263/leksmondhof
"
418;16-04-2018;('4.9832225100', '52.3104322600');['N', 'e', 'e'];Beschikbaar;Nellestein;2;4;250.000;78;200;2006;1108ET;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002330568/westerdok
"
419;> 3 maanden;('4.7791162300', '52.3500583800');['Ja', 'ja'];Verkocht onder voorbehoud;Middelveldsche Akerpolder en Sloten;4;5;375.000;111;385;1998;1060PL;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002305842/lomondlaan
"
420;> 3 maanden;('4.7791162300', '52.3500583800');['N', 'e', 'e'];Verkocht onder voorbehoud;Middelveldsche Akerpolder en Sloten;4;5;375.000;111;385;1998;1060PL;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002342133/kantershof
"
421;09-05-2018;('4.9514229100', '52.3725953900');['N', 'e', 'e'];Bieding;Oostelijk Havengebied;4;5;650.000;127;503;1999;1019WV;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002378676/scheepstimmermanstraat
"
422;19-05-2018;('4.9161512900', '52.3560906800');['N', 'e', 'e'];Beschikbaar;Oosterparkbuurt;3;4;649.000;104;249;2014;1091KA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002382670/derde-oosterparkstraat
"
423;25-04-2018;('4.9227505100', '52.4084639900');['N', 'e', 'e'];Verkocht onder voorbehoud;Banne Buiksloot;3;3;225.000;73;190;2014;1034LM;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002377711/bramzeilhof
"
424;> 3 maanden;('4.8112272600', '52.3536343700');['N', 'e', 'e'];Verkocht onder voorbehoud;Osdorp-Oost;3;6;399.000;139;497;1965;1068KP;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002359702/j-de-koostraat
"
425;09-05-2018;('4.8550900400', '52.3777560700');['N', 'e', 'e'];Beschikbaar;Erasmuspark;3;3;300.000;55;165;1939;1055SX;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002374281/ferguutstraat
"
426;01-05-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;360.000;99;235;1957;1067LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002366837/goeman-borgesiusstraat
"
427;01-05-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;360.000;99;235;1957;1067LN;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002360926/groenhoven
"
428;01-05-2018;('4.7999810900', '52.3771271000');['N', 'e', 'e'];Beschikbaar;Geuzenveld;2;3;360.000;99;235;1957;1067LN;"https://www.pararius.nl/woonhuis-te-koop/amsterdam/PB0002382393/panamakade
"
429;18-04-2018;('4.9422930300', '52.4044226600');['N', 'e', 'e'];Verkocht onder voorbehoud;Buikslotermeer;1;1;135.000;28;96;1968;1025ZW;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356879/amerbos
"
430;18-04-2018;('4.8444765700', '52.3768091900');['N', 'e', 'e'];Bieding;De Kolenkit;1;1;170.000;32;109;1968;1055AA;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002356906/bos-en-lommerplantsoen
"
431;26-04-2018;('4.9070136800', '52.3485162800');['Ja', 'Balkon'];Verkocht onder voorbehoud;IJselbuurt;2;3;465.000;82;315;2002;1078WB;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002363759/borssenburgplein
"
432;22-03-2018;('4.9347224600', '52.3715800500');['Ja', 'zonneterras'];Verkocht onder voorbehoud;Oostelijk Havengebied;1;3;469.000;109;264;2001;1019AZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0002337247/panamalaan
"
433;> 3 maanden;('4.9461745900', '52.3259296800');['N', 'e', 'e'];Beschikbaar;Bijlmer-Centrum (D, F, H);4;5;239.990;104;270;1985;1102WZ;"https://www.pararius.nl/appartement-te-koop/amsterdam/PB0001899882/dalsteindreef
"
